experiment_id,acronym,region_name,hemisphere_id,target_hemisphere,lateralization,projection_density,projection_energy,projection_volume,volume,is_injection,gender,strain,injection_volume
480074702,SOCm,"Superior olivary complex, medial part",1,Left,Contralateral,0.003955140709877,2.42601084709167,0.0004256195125,0.1076117224,False,F,C57BL/6J,0.1373016946
480074702,IAD,Interanterodorsal nucleus of the thalamus,3,Midline,Midline,0.0095027739058506,8.59399590845619,0.0011687717726562,0.122992695,False,F,C57BL/6J,0.1373016946
480074702,PL2/3,"Prelimbic area, layer 2/3",2,Right,Ipsilateral,0.0788095816969872,80.3882675170898,0.01827341075,0.2318678824,False,F,C57BL/6J,0.1373016946
480074702,V,Motor nucleus of trigeminal,1,Left,Contralateral,0.0025369920767843,1.62173533439636,0.0004961350679687,0.1955603524,False,F,C57BL/6J,0.1373016946
480074702,AId5,"Agranular insular area, dorsal part, layer 5",3,Midline,Midline,0.129203972159385,167.770144306579,0.2150365784,1.6643186336,False,F,C57BL/6J,0.1373016946
480074702,RSPd4,"Retrosplenial area, dorsal part, layer 4",2,Right,Ipsilateral,0.0,0.0,0.0,1.1025e-06,False,F,C57BL/6J,0.1373016946
480074702,P5,Peritrigeminal zone,2,Right,Ipsilateral,0.0114233493804932,8.10471630096436,0.002023982975,0.1771794724,False,F,C57BL/6J,0.1373016946
480074702,CEAl,"Central amygdalar nucleus, lateral part",3,Midline,Midline,0.104577426724874,128.800572779736,0.02993953165,0.2862905752,False,F,C57BL/6J,0.1373016946
480074702,VISam1,"Anteromedial visual area, layer 1",1,Left,Contralateral,0.0158934555947781,12.3276519775391,0.0011918653578125,0.0749909475,False,F,C57BL/6J,0.1373016946
480074702,VISa4,"Anterior area, layer 4",1,Left,Contralateral,0.0052100741304457,4.97405672073364,0.00044459384375,0.0853335,False,F,C57BL/6J,0.1373016946
480074702,ISN,Inferior salivatory nucleus,1,Left,Contralateral,0.0071641122922301,5.08163166046143,2.85291422363281e-05,0.00398223,False,F,C57BL/6J,0.1373016946
480074702,ENT,Entorhinal area,2,Right,Ipsilateral,0.0688082218098936,70.8618476977204,0.43229002674375,6.2825344904,False,F,C57BL/6J,0.1373016946
480074702,AIp2/3,"Agranular insular area, posterior part, layer 2/3",2,Right,Ipsilateral,0.151558741927147,202.27409362793,0.0671418531,0.4430087648,False,F,C57BL/6J,0.1373016946
